text,label,language
Don’t tell me he wants to conquer the world? Can’t he come up with something more original? Lina Inverse (Slayers),1.2,English
@user Tell me why I lose a game if I have double the damage up 100 cs in 15 min +6kp and we lose like idk what more I can do,1.4,English
@CBCebulski Totally insane! Dripping in awesomeness!,1.4,English
"GUYS WAIT, ned is den backwards, as in Lions den?",1.25,English
"Oh.. Closeee, that would have been a hattrick",2.0,English
When did I start being so toxic...,1.5,English
"Life is like a balloon..If you never let go, you will not know how high can you rise. ❤️ http",1.75,English
@user Stock market collapse in... 3... 2...,1.2,English
I wanna go to the beach,1.2,English
@user paper airplane,1.0,English
I am SO ecstatic I’m not married to a man who has cheated on me.,4.333333333333333,English
is it bad that i'm crying over the fact that i'll never get a reply from byeongkwan or any of a.c.e on here?,1.8,English
Check out my broadcast from my PlayStation 4! #PS4live (NBA 2K20) live at http,1.0,English
PADMÉ JUST CALLED ANAKIN ANI SLMDKSNSKENDNSN i’m crying 5 minutes into episode 2,1.5,English
"@user @user @user Dak literally almost had 4,000 yards last season...",1.5,English
@ReElectNydia @RyanAFournier Nope. She’s lost.,1.5,English
@user Which rap song Mary? 🤔,1.6666666666666667,English
@user @user @Femi_Sorry What intimidation are we talking about here for Christ's sake?,1.4,English
"Prove yourself to yourself, not people. VPSpotlight ChooseANDRE @user @user @user",1.4,English
do you guys also have this one person you're not friends with but talking to them makes you so happy?,2.75,English
@mint mine has been like this for a week! Any idea what’s going on? http,1.4,English
sex .... i wanna have some😩,3.2,English
🚄 PAD - THA: ✔ 20:06 Bedwyn P4,1.0,English
Fears rise of Chinese cover-up as 56 million in lockdown and hospitals overwhelmed,1.3333333333333333,English
Tuff ..,1.25,English
"@user Ohhhh, Google is struggling to translate it",1.4,English
"Now I do be fucking wit her like ""man tell that nigga the truth.. He not Ur real brother.. He was left at yall door in a shopping cart"" 😂",2.2,English
@mediamolecule got one:P,1.5,English
aaaaa a a a why am i so sad,1.2,English
@ChantelJeffries is so freaking beautiful 😍 god bless you,3.0,English
fuck nigga i don’t wanna be your homie,2.0,English
RTTT Davidwe62031197 #VideoMTV18del18 Selena Gomez Lady Gaga Marshmello,1.0,English
"@user @MarciIen @TheSocialCTV @Raptors You too! And thx, I love being right 🥰😉",2.0,English
⏱ 86’ | 1-1 | ⚽ Goaaaaal! Enes Ünal controlled the ball inside the ball and striked to the net #pucela #MarbellaRealValladolid,1.25,English
@user @user Reckon why Sarri is okay with hazard leaving,2.25,English
pls get the fuck out of my life.,3.6,English
@bonglez Divorced but don't regret. have 3 lovely kids if i regret getting married i regret their existence which I WILL NEVER DO.,3.2,English
@user #Merica is made by its cheese,2.0,English
"I couldn't lie for the first time, I didn't know that I'd never mind",2.4,English
Smartphones could be used to detect virus using thermal imaging. http,1.0,English
"Fun Gadget - Fascinations Metal Earth Model, Hubble Telescope: http -AmazonAfflink http",1.0,English
ever u dumb btch,1.6,English
He’s such a creeper. Can he leave Foster alone and just go away? #ChicagoFire,2.0,English
"@user and he has evidence she lied and she admitted to abusing him, you could have included that into your tweet",3.0,English
i give up,3.6,English
"God is too good man, I can’t even put it into words I just wanna glorify him every way I can",2.8,English
An imaginary kiss can change your attitude! http,2.2,English
Retweet if you love fat teen pussy http,2.6,English
@tanamongeau How do you get ring worm,2.6,English
Cherish the people who call to check on you !,2.0,English
Lowest Ask: $1465 Air Force 1 Low Off-White Sz. 13 http #airforce http,1.0,English
i never want to be a reason for someone’s depression,2.0,English
The Elite Intel Team Still Fighting Meltdown and Spectre http,1.0,English
@user You are an optimist and I sure hope you are right!,3.25,English
This one never fails to make me come http,2.8,English
@user Gimme your phone 😂😂,2.6,English
I asked God to take over and now it’s time to let go.,1.5,English
Check out my book - 'Kafira' - on #BookBuzzr - http,1.75,English
#sellingnudes #peefetish #sexworker Wanna see me piss on something? In a cup for u?,4.8,English
"@user Is this as targeted towards us men? Why the fuck would I want to be pregnant, ffs",2.5,English
photo by (@yuji_nkym ),1.3333333333333333,English
@1future no Drake feature? Lol http,1.25,English
@user Such dangerous people! Certainly worthy of NYPD's resources. (S),1.6,English
Women be full bodied pregnant belly and all and there really be niggas out here saying let me be the step-daddy.,4.25,English
"@user Honestly, I don't care about you or her or him. Got more important things to do than being bored by this shit.",2.25,English
GIVEAWAY: Del Monte Gold Pineapple Luxury Hamper http via @user,1.0,English
"Buh on a real, should the NPP govt build this $200m Chamber, trust me they gon' lose elections in 2020. Very simple !",1.0,English
@user The sun is too close to the earth that means RIP mcpe world,1.0,English
so i had a dick in my dream today... wild,3.0,English
I want real love.. nothing made up😌💍❤️💯.,3.2,English
@user @maymayentrata07 @Barber_Edward_ Special A #PUSHAwardsMayWards,1.0,English
nobody goes through more shit in life than a person with a good heart,3.25,English
5/10Pcs Charging Adapter Cable Charge Data Micro USB to IOS Lighting for PhoneGY http,1.0,English
Game 2 starts now. 🏀@Pacers-Celtics 📺FOX Sports Indiana 📲FOX Sports GO: http http,1.0,English
@user exactly,1.25,English
You’re a constant reminder why I don’t like people.,1.8,English
@user @JoshuaTreeNPS Some brutal experiences in the editorial trenches disabled me. 😓,2.8,English
"I love when my bff come over. Best conversations ever, my dawg fasho. 🤞🏾💕👭",3.6,English
@pbump Ummm....move? Quickly.,1.0,English
@TTfue Your a scum bag!! Banks treated you like family and shit and your gonna do that lol UR A LITTLE FUCK such a scumbag,3.0,English
i wish i had a girl bff 🥺,2.2,English
@mjfree @user You just but hurt,1.5,English
"Surplus Food And Drinks, As Buhari Orgnises Very Expensive Dinner For APC Chiefs http",1.0,English
"Wanna fall in love with a monogamous gay who treats me well and I will treat him very well, you bet😈 http",4.2,English
@user Oh 😪 I dislike Estream tbh,1.25,English
What are the next steps after you buy a life insurance policy? Read this Forbes article: http,1.0,English
@user delicious 🥺,1.8,English
maybe a cloud or bird too,1.0,English
I wish I had more free time http,1.4,English
wips u_u http,1.75,English
"@user Sorry you feel that way. How can we help today? Thanks, Andy",2.6,English
"@user @MikeLaBelle @user Yeah, back to back dc, can't get online now",1.0,English
Could've fuck yo nigga bitch but he made my pussy soft 😉 or whatever tf DaBaby said 😂,4.2,English
"@OPP_HSD Oh no, hate to hear that. My thoughts and prayers are with her and her family. Stay safe out there.",3.0,English
@benshapiro Must be rough to walk a few extra blocks.,1.25,English
@user @TheRea1DJones He landed on tackos head literally sat on him and threw the ball in that dunk was trash lmao,1.75,English
"@user @user Yup, but chain link goes up. Link is tied to swift.",1.0,English
Knew she was a dub,2.6,English
@user oh my fucking god. yes.,2.5,English
@user STRAWBERRY MANIA,1.0,English
How to Find Werewolves in Wizards Unite - Wizards Unite Hub http,1.25,English
#DaysGone #SmallStreamerConnect #Streamer_RTs @user @user @user @user @user live at http,1.25,English
i ain’t obligated to no one so if i fw you it’s cause i want to,3.25,English
"You will be alright , no one can hurt you now.",3.5,English
@user What’s wrong friend,3.75,English
"Don't forget to look up at the tv from your device twice an hour to make a completely erroneous, uninformed comment.",1.5,English
"&lt;a href=""https://t.co/nvFYOU8yy0""&gt;Earn free bitcoin&lt;/a&gt;",1.0,English
I know what I deserve and no one is gonna take that from me :),3.6,English
IM THE WORST PET PARENT EVER 😭😭😭😭😭,3.0,English
can ur anime boys do this http,1.6,English
Do you miss us? Coz I miss us... — I don't know haha baka you're one I need to forget? http,2.6666666666666665,English
I miss Disneyland 🥺,1.6,English
Yellove 😍😍 @YoursEesha #EeshaRebba http,2.0,English
im rlly seeing earl for a 3rd time 😭,1.5,English
ALL MY MOOTS ARE FUCKING BEAUTIFUL AND IM HERE LIKE A SACK OF POTATOES 😔,1.4,English
"$BTC.X has to make some fancy moves if it’s going to $100,000 by EOY #Bitcoin moon boys",1.2,English
@user Status Quo then,1.0,English
@user If you ever feel bad you can ask me and I can confirm that you are an amazing person 💜,4.0,English
@user I really like the @LindaFoods ones- especially the pulled pork style one!,1.0,English
#GününResmi #istikbalgöklerde: Liftoff of SpaceX's CRS-17 Dragon Cargo Craft (NASA) http http,1.0,English
@user @user @user ....well shit,2.75,English
@user We would love to have your Music Featured on #itsHIPHOPmusic - submissions are easy via http,1.25,English
"very soon we go soon start de see Twitter from iPhone 6, Twitter from iPhone X",1.0,English
@user Oh fuck XD Boah dieses Spiel ne ......... 🙃🔫 http,1.0,English
me and my bf be like http,3.2,English
bet1 lausanne sports Switzerland over 0.5 fh goal 10 pound to 12.50 bet365 6pm,1.3333333333333333,English
54': Yellow card for Penrith against team Captain Ed Swale! #STOPEN #Pitchero http http,1.0,English
@user @user he learned that sex swing technique from his mama,4.0,English
@user @BrentfordFC Posh and Premium used in the article... what’s better? 🐝,1.75,English
What if it had the tail of a bearded vulture?,1.8,English
@DavidCornDC Gross,1.25,English
@user Why? What happened?,1.0,English
"If I'm not perfect for them, but for me I'm always perfect. #speakyourmindin15mins",2.6666666666666665,English
They are retiring ... from what?!!! UK's Harry and Meghan to drop titles and retire as working royals http,1.2,English
Well one unwanted micro transaction 👀 we've lot XP cards btw give some other interesting http,1.2,English
There’s nothing more annoying than people who look for every opportunity to be offended.,1.2,English
I added a video to a @YouTube playlist http Frederick's Bass Tester - Lightning Bass #3,1.0,English
Follow everyone who retweets and likes this and follow us too. 🥥,1.0,English
Man I am ashamed of the people I used to stan before BTS.,1.8,English
The less likely I am to be with you the more I want you,4.2,English
@user @FortniteGame Loser,1.5,English
I’m dead about to fucc somebody bad ass Dominican mother 😂😂 she said her son is my age 😂😂😂😂😂😂😂😂😂😂😂😂 no cap I’m dumb hype,4.0,English
David calling shots like a king pin #HAHN,1.0,English
Wolves a brush Everton like waves,1.0,English
"...huge jump! Then it's up, up, and away! Look! Up in the sky! It's a bird! It's a plane! It's David Kashfi!",1.0,English
it’s the worst feeling when you feel like no matter how much u do for a person you’ll never get the same in return,3.0,English
need a kiss 😔,4.75,English
Got 3 valentines and I’m going out with all of them lol. Perks of being single!,2.8,English
🌻sunflower - rex orange county 🌻 http,1.0,English
@user But where them dey go,1.0,English
Good night sweet dreams My lovely Twitter Friends ❤ stay safe and take care of yourselves 😘😘,3.25,English
"Imma flex stepper 💃, she a big dripper @user Snm g",3.0,English
Project portal for EU funding in Saxony goes ‘online’: http Inforegio – Newsroom,1.0,English
Masturbation is key.,4.6,English
i love you @ProseMusic http,4.0,English
@user @BhadBhabie @BhadBhabie bitch she talking to you,1.25,English
Marshmello ft. Khalid - Silence (Official Lyric Video) http via @YouTube,1.75,English
@user CRIMINAL COWARDICE-you grandchildren are marked for life due to your protracted cowardly behaviour and arrogance.,2.333333333333333,English
"@user Model in the negative, obviously.",1.75,English
"Elevated jugular veins ""PQRST"" Pericardial effusion (tamponade) Quantity (fluid overload) Right heart failure SVC obstruction TR #USMLE",1.25,English
Night School hits Blu-ray today. http http,1.2,English
Horny wanna fucking 🍆🍆🍆 http,5.0,English
@user They aren’t open,1.25,English
"YNW Melly Rode Around With Dead Bodies in Car and Faked Drive-By, Cops Say. http",1.75,English
This is for my umrao jaan🤣 #PureHeartSid @user @user @user http,1.3333333333333333,English
Full Video 👇🏽👇🏽👇🏽 http 💦💦💦 http,2.333333333333333,English
@user RIP to your bf but i’m different,2.4,English
4/14/2019@8:52 PM: STRUCTURE FIRE at 2425 SPARKS RD AUGUSTA GA http,1.2,English
Celebrities wearing cool socks!! Rami Malek http,1.4,English
@user what is GBP? .-.,1.2,English
#BREAKING British Columbia reports 83 new #coronavirus and 3 new deaths #COVID19,1.4,English
Brilliant Chelsea goal! That's 3-0! 👏 3-0 [90'] #CHEDYN http,1.0,English
Why does doin wrong always feel so right,2.0,English
Spoil that lil baby,1.5,English
telling girls to be careful around guys when you should be telling guys not to take advantage of girls&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;,3.333333333333333,English
one person unfollowed me // automatically checked by http,1.5,English
"HAMPSTEAD Official Trailer (2019) Diane Keaton, Brendan Gleeson Movie HD http",1.0,English
Idc how hard life get I’m not talking to nobody w a girlfriend. Neva.,2.0,English
my choppa hold double d’s,3.4,English
@user You scared,1.25,English
@UnibetFrance 3 buts - narthanbl1 #FreebetUnibet,1.5,English
When she thinks all you want is sex but you’re actually wholesome and want to get to know her http,2.5,English
React #ALDENBASTEFriendversary,1.0,English
@user @user Love you 💗💗,4.0,English
@user You admit that me being spoiled is your fault?? I'm keeping this forever and any time you call me a brat I'm going to share it.,3.2,English
@user 3 years?!?,1.0,English
@user This ain't duel links,1.2,English
@user @user BE BEST BE STRONG BE AMERICAN USA USA USA #1,2.2,English
"I respect a nigga that tells you, right off bat, he’s just tryna fuck way more than a nigga that leads you on 🤷🏽‍♀️",3.6,English
@user thank u queen ❤️,1.4,English
"Uhl 16 leads Alter - Giesting 10 leads Badin , Larkin/Switzer 8 each @user",1.6666666666666667,English
How pathetic is it that you get turned on by brats like me✨ #findom #femdom #findomme http,3.25,English
@user Emergency. Pls just come Around,1.2,English
Impeach Nancy Pelosi for crimes of Treason! http,1.2,English
Pussy never felt so fucking good http,5.0,English
I loved u,4.2,English
$GBPUSD 13203.higher-low,1.0,English
@user @user You better preach. PERIODT,2.5,English
tbt to a couple years ago when gas got to like $1.99 and i only had to pay $20 for a full tank and here i am now paying $40 for a full tank,1.0,English
Check out what I just added to my closet on Poshmark: Leopard print bag.. http via @user #shopmycloset,1.2,English
@Betclic Liverpool #FreebetBetclic,1.0,English
Who was your first crush? — Someone back again with the crush questions🙃 http,2.0,English
@user STFU,2.6666666666666665,English
good sucking huge cock http,5.0,English
When you SS over 1000 combo into a 8.37* arles map and shitmiss :),1.3333333333333333,English
@user Omg so juicy ♨️♨️♨️👅👅👅👅👅💦💦💦💦💦,3.0,English
"@user I'm white with just a tinge of ""I'm sick of effing race baiters"" beige !!",2.2,English
Nancy Pelosi says Trump was not exonerated http #SmartNews,1.0,English
If you make humanformers and only the Decepticons are diverse then you need to put down the pencil and have a think about why that is,1.5,English
Scump got me goin’ http,1.0,English
I care way too much and that shit hurts bro,2.6,English
maybe lana and abel snapped on prisoner,1.0,English
@user This was such a nice compliment I really appreciate this! Thank you!!,3.25,English
@user yeah they have no employees around so there a lot of typos and mistakes in everything lol,1.6,English
Check out my broadcast from my PlayStation 4! #PS4live (NBA 2K20) live at http,1.25,English
"@user Of course, but what if he chooses Tulsi as his running mate..",1.0,English
@user Would love to see this. Donated,1.0,English
My nails so mf ghetto. I’m embarrassed 😭,4.666666666666667,English
@user aren’t u like 14 who would find you intimidating 🥺😔,1.4,English
@user I think I did it http,1.0,English
@user @user @user @jeremycorbyn Absolutely. I never could work that out,1.0,English
"sometimes, you have to forgive yourself too.",2.5,English
"@user Yes. It looks like bear, doing a wee.",1.2,English
@user BTW ARE U HAPPY W THIS NEWS???,3.0,English
whatcha think bout my intro bro i made it @user http,2.0,English
deadass here in taco bell rn to get takeout cause i spent the entire night watching kendrick’s interviews. cravings satisfied lmao,2.0,English
Reply this tweet and I'll do nothing.,1.0,English
@user Same!!,1.0,English
@user @user THANK YOU CLASSMATE,1.5,English
@user It's all in the detail.😁,1.4,English
"@user Your hard work, honesty and humility brought you here. Can't wait to see what's next!",2.6,English
How sad is it that I didn't realize it was valentines day tomorrow,2.5,English
If I feel like i like you too much I’m liable to disappear on you.,3.0,English
Me in grade 3 being sent to the wall at recess http,2.2,English
"Nothing sexier than someone who can face temptation and say, “Nah this ain’t worth losing what I have”",3.0,English
oh yea I sang with a harp yesterday lol. but look at the cloudssss omg! I had sooo much fun with this one 💛 http,2.75,English
#Felipe fmsmfmd,1.5,English
@ameyaw112 It’s a beautiful song.very funny too😂,1.25,English
DRY BAR BANGS,1.8,English
@user YES GOOD 👏🏻 this is a NEED 😭,1.0,English
My head hurts 😣,1.75,English
"Here's another price boost for tonight. Son to score first, 7/1! #COYS #CHETOT http",2.6666666666666665,English
We are live for some losers brackets matches! #discmania @user http,1.0,English
"once I’m over u , IM OVER U 💯",3.0,English
"Starting school tommarow , why tf I chose a 8 am class🤦🏾‍♀️😭",1.75,English
help http,1.8,English
1TB Portable SSD for $179 - Super compact http http,1.0,English
@user the one near staples?,1.6666666666666667,English
"On this #SundayMorning #GetFreeBook with free delivery. Write your name, Mobile number and address in reply. http",1.0,English
If I could it over I would make the same mistakes all that fucking over made me who I am today That’s on God,3.0,English
#LawsofNature 1: A clean damp sock inevitably falls to the ground between the washer and dryer.,1.0,English
If someone is unhappy in a relationship but won’t leave what does that mean,3.333333333333333,English
u ever think how was everything before ur birth?,1.2,English
@user @thehill Of course.,1.0,English
"@user Ahh sorry lmao but yeh, bruh people came in acting like I committed war crime on the kid for making a tiny joke lmao",1.6,English
What are an oxidizer within culprit?,1.0,English
Arkansas Racing Commission adopts casino gaming rules. Details on the rules: http #arnews http,1.0,English
IT'S MAIN EVENT TIME. #NJWK13 #NJPW http http,1.0,English
ACCEPTANCE is the best key to move on.,1.8,English
@user LET'S GOOOO #BBMAsAchievement Lady Gaga &amp; Bradley Cooper,1.2,English
🔞 never felt so good http,2.6,English
"Candidate color roundup 2.0, now with more colours http",1.0,English
thinking about pride and prejudice,1.0,English
You'll miss me when I'm gone,3.333333333333333,English
what did i do to deserve this,2.333333333333333,English
When someone puts me as their close friend on Instagram I be shook because I don’t know you..,2.0,English
I crave your presence here with me.,4.25,English
@user @user @SB19Official 1. Sandbox @SB19Official #SB19 #SB19_MENPA,1.0,English
Sexy desi hunk exposes smooth tattooed bubble butt http #GayIndia #gayporn #DesiGay http,2.75,English
💨 RUSHIN' RAGAS! Trey Ragas runs it in from 1 yard out to extend the 𝗟𝗢𝗨𝗜𝗦𝗜𝗔𝗡𝗔 lead! TROY - 3 LA - 21 2Q | 11:44 http,1.0,English
All I want is a girl with a Phat Ass who can ride dick like @user http,3.5,English
@user @user You didnt forget Kevin! You just chose to prioritize the better Kevin.... @user,1.8,English
The latest http http #archivocnn,1.0,English
I needed to hear that cause I always say marriage is a business fr lol,2.5,English
"Time, Love, Death At the end of day we aim for love We wish we had more time and fear of death.",2.4,English
Ngl....getting dommed by another femboy would be pretty epic right now😳😳,3.6,English
Lord of the Rings Two Towers &amp; Return of the King is back on Netflix🥺🥺,1.25,English
Tweet #BadKarma Let’s trend this!,1.0,English
"Los Angeles teachers have settled with their school district, reaching an agreement that could end their strike http",1.0,English
"Buys book online: ""How to pick-up Chicks for Dummies"" http",1.6666666666666667,English
Dirt and sun bath... so luxurious! - Hazel http,1.6,English
take me to the beach :cc,1.4,English
"@user Lol (Y’all). But if it’s a celeb that made that statement, you’ll say they don't care about others.",2.25,English
@user starfox 64,1.25,English
@user I hate u😂😂😂😂😭,2.5,English
"Rt and I’ll tell you if your Ava is nice, okay or Hot 😋",3.0,English
"January is my worst month. Looking forward sa magagandang mangyayari this February 🤷🏻‍♀️ Feb, be good to me",3.0,English
If I could I would unfuck 98% of yu whores🎯,3.5,English
i’m doing a face mask right now i look like this emoji 🌝,1.4,English
@user you must have hurt that man feelings,2.0,English
@user my bisexuality always shakes when I see them together 💔,3.5,English
Wow matching the best characters,1.2,English
@user Me cause I’m tired of her shit lmao,1.6,English
@user Now I’m trying to figure out what to sign them to. I’m thinking 3 years for Gurriel and 2 years for Pivetta? (5 year max),1.0,English
@user she’s mad for NO reason smh,1.5,English
Yes you can⏳🤩 #Öğretmene40BinYeniAtama,1.8,English
@user Natsu wouldn't just give up.,2.0,English
Would God be pleased if you were working to hasten the apocalypse?,1.3333333333333333,English
The rundown on common game console video outputs http - via thenextweb,1.0,English
"My fursona, climbing up your shirt Furious ""your toes. hand them over.""",2.8,English
@user you’re not my mom 😡,3.0,English
@user @user @user Whatchu doin there,1.25,English
It’s time for redemption champ @TheNotoriousMMA http,1.0,English
Alterity,1.2,English
Are you kidding me! http,1.0,English
I care. I always care.,3.4,English
"Really worrying, nothing I can do and it's so frustrating. Sigh.",3.0,English
"Accident, shoulder blocked in #KingOfPrussia on I-76 EB between US-202 and Gulph Mills, jammed back to US-202, delay of 10 mins #traffic",1.0,English
Self reflection saves lives.,2.0,English
Imagine someone watching yah tweets stressing about you and the whole time you don't give af about em 🥴 http,3.333333333333333,English
"we all deserve someone that’ll stay,",2.6,English
@GTBaseball Go Jackets!,1.0,English
@notch @user Notch the Kodiak Creative,1.0,English
"@NetflixIsAJoke ""You too!"" ...🤷🏽‍♀️",1.0,English
"You gotta let them sleep on you, stay quiet, then come back with all your shit together. Silent moves 🗣",2.8,English
What’s your greatest fear?😨,1.2,English
i love my deaf gf,2.0,English
like seriously just say ur pretending to like her cause of ariana and leave,1.75,English
Why? Why???? What can i do just make u happy — Ala http,2.6,English
Y’all could’ve kept Charlamagne #SurvivingRKelly,1.5,English
I love you janella #JANELLAiWantASAP http,3.333333333333333,English
@user @ErycTriceps then it was a prebuild... not something custom where u can pick it out,1.0,English
I’m nice but I also don’t take anyone’s bullshit.,3.6,English
"i love my friends parents, they treat me like their own and never judge me",2.25,English
@user Ribeye and T-Bone,1.5,English
@user @user Take it wayyy back and wild out like it’s freshman year😭,2.0,English
@FIFAWWC @AlyssaNaeher @FIFAWWC_USA More like saved our asses but yep same thing,2.2,English
"@frank_seravalli Unlike the Foote call, this was a deliberate blow to the head/neck. IIHF rule is 5 minutes and ejection.",1.0,English
I hate saggy titties lol no offense,3.6,English
"They gon’ hate me regardless, that’s why i do what i do! 🤷🏾‍♂️ http",3.0,English
"Maybe it's just me, but I think Bush Babies is pretty sexy.",3.0,English
"they gone fck u over til all yo love gone, then look at u like u changed on em",3.2,English
"Dropped a couple people from my life, and i can fee it again. 2020 is looking good",2.75,English
Does this count as no hands? Fully video: http http,1.0,English
the professor i’m in love w canceled our exam next thursday 🥰,3.8,English
Holocaust? What Holocaust? says Egyptian website - JVIM http,1.0,English
"@pamfoundation ""Those who scream the loudest"". What's wrong, Pam?",1.6666666666666667,English
I had to run to the post something on this account and it wouldn't be good,1.75,English
"If my man want a threesome , he ain’t my man nomo",3.6,English
Responding to Sin - http,1.5,English
"python-argparse-manpage 1.1-1 (any/Community) ""Automatically build man-pages for your Python project"" &lt;2019-08-11&gt;",1.0,English
"Darin Silvers, Sean Duran, Aspen Full Video here: http http",1.0,English
@user i love you guys,2.6666666666666665,English
@user Obama was 13 when Saigon fell.,1.2,English
@user Even they fries?,1.3333333333333333,English
"Pragmatic concerns draw you back to reality, leaving your dayd... More for Leo http",1.6666666666666667,English
I'm using #Watusi for iOS by @user to add new features for #WhatsApp Messenger! http,1.25,English
"Okay everyone are flirting with me now,,",3.75,English
"Kind of an average day in Gig Harbor, one boat has already left for Alaskan waters http",1.0,English
@user I get aware on what happen 3 last days. I get to know all is my fault. 😒,1.75,English
"@Morning_Joe Based on her outfit this morning, is Elise Jordan going to be starring in the Handmaids Tale?",1.6666666666666667,English
we need to give a proper goodbye to the revival era,1.6,English
Want to Try The Bechdel Cast? Start Here. http,1.0,English
Top 10 anime betrayals hahaahha fu,1.6666666666666667,English
"@user Windmill slam first pick, buy a foil playset, fill a binder with one in every language.",1.5,English
Hey bois have any of u dipped your balls in orange juice yet?? Can you taste the orange juice? I need answers and I'm out of orange juice,3.8,English
@user Sorry I know you've touched your pussy.,4.4,English
"Check out ""gorilla snook...vegas AETrim1554617889699"" by GorillaSnook - http",1.0,English
I come back in to town and my room is basically a storage closet 😂 they done kicked my ass out..,2.5,English
HD and process gif http,1.0,English
Kubo and the Two Strings (2016) - Read 949 Movie Reviews Link: http #KuboAndTheTwoStrings,1.0,English
Lust for porn http,3.4,English
"I am a man, who has recently bought a house in the local area and I’m having a house warming party with some fellow adults",3.0,English
@user I MEANT TO PUT NO,1.0,English
SOMEONE FINALLY BOUGHT MY HAT AND I CAN FINALLY BUY ALL THE ANIMATIONS I DONT HAVE,1.0,English
PSA!!! Even though I’m busy 99.99999% of the time doesn’t mean I don’t like being invited to things!!!!!,2.2,English
@user @OtterBox Isnt that the only reason we buy those bulky things ? That's a shame ..,1.6,English
#NetajiSubhasChandraBose The ART The ARTIST http,1.0,English
Nothing compares with being with someone who actually cares for you,3.6,English
@user shit.. I didn't follow you either.... *clears throat*,2.6,English
vuelve CNBLUE... estoy esperando tu música 💙💙💙💙,1.6,Spanish
En esta cuenta ojalá que nadie me vaya a bloquear. Bloquear es de progres y mayates,2.2,Spanish
"Cupido, dime la verdad, ¿te caigo mal, we?",3.2,Spanish
http @guerrerosofmx @Luis_AcaShore ahí está tu amigo Fernando Lozada para refuerzo de Leones 😌,1.4,Spanish
@user yo más,2.333333333333333,Spanish
Me encanta cuando me agarras la pierna,4.4,Spanish
y las palabras tan bonitas que se dedicaban en el documental es que yo no he remontado todavía,2.75,Spanish
@user Gracias Rojo bonito día!!!,2.25,Spanish
Lo bueno nunca pasa de moda.,1.4,Spanish
@user pero si dicen q la secundaria t deja amigos para toda la vida jakska,2.6,Spanish
dios bendiga a how to sell drugs online xq es la única serie q no es un anime q hemos podido ver juntos julián y yo xq no nos gusta nada,3.4,Spanish
@user @user @REALMizkif No 😡,1.0,Spanish
necesito un abrazo,3.6,Spanish
@user viejo mierda cual futuro pinche futuro chayotero estas acabado tu y el PRIAN,3.0,Spanish
@user yo tampoco😭😔 es terrible esto y si sigo en tw me voy a dormir a las 5 am,2.0,Spanish
Estoy sola así que me queda festejar con música a todo volumen y mis mascotas,3.2,Spanish
Las tareas a última hora salen mejor.,1.0,Spanish
"que aburrimiento,, mejor me duermo otra vez",1.2,Spanish
@user las 2,1.0,Spanish
"Soy tierno o soy un seco de mierda, no tengo punto medio",3.0,Spanish
. No hay sensación más punzante q la q se afronta al espejo... ... 💞 http,2.4,Spanish
Canción: No tengo edad Por Gigliola Cinquetti TV Argentina / mayo 1967 Espero les guste. Me encantó al oírla. 💕🌹 http,1.5,Spanish
Comenten tres veces porque Aarón está chiquito y hay que cuidarlo 2YRS WITH AARON,1.8,Spanish
"@angelmartin_nc Pues yo me compraría el ranchen flanchen, jajaja. Un abrazo, Ángel, que tengas un gran día.",2.5,Spanish
"@Alfonsolanzagor Y también manager , pitcher y cuarto tronco. ⚾️⚾️⚾️..vas pa diputado pero si rápido. Salud y saludos.🦛🦛🦛",1.4,Spanish
@user 😋😋😋 saludos y feliz fin de semana,1.2,Spanish
"Buenos días, hoy mi esposo me dejo amanecer en cama ajena 😍🙊🙈😈 http",4.8,Spanish
"Buenos días 🌞 Hora de ganar seguidores, da ❤ y 🔁 luego sigue a todos los que den ❤.",1.4,Spanish
@user Cómo que ningning sabe quién soy si nadie sabe,2.25,Spanish
Cansada de que me traten así,4.0,Spanish
@user Terminamos con más dudas :c,2.0,Spanish
4. ¿has soñado alguna vez con alguien del grupo? #StanWorld #MONSTAX @OfficialMonstaX,2.75,Spanish
"@user @user Lo último era mame de twitter, cada que alguien decía de un abogado era ese licenciado",1.0,Spanish
@mediaofspeaker LA TRAICIÓN DEL PLANETA TIERRA http,1.0,Spanish
"Suerte a las mujeres en su movimiento, están haciendo historia, no paren, nosotros con ustedes💜",1.6,Spanish
@user @user @user @marca Si amigo lo q tu digas tienes tu toda la razón hasta mucho dieron con esos 4 minutos,2.75,Spanish
"@AngelVerdugoB Buenos días, gracias por informar, reciba un cordial saludo",1.2,Spanish
"@user como debo de enviar la foto cuerpo, cara, vestido, mm",2.4,Spanish
Para empezar bien el domingo hay que salirse del marco. http,1.4,Spanish
"@user Sí mi Jahi, el lunes es festiva 🤩",1.6666666666666667,Spanish
@user Todo sea por seguir unos años más jaja,2.2,Spanish
@user 🔎🏜️.... es verdad;),1.3333333333333333,Spanish
"@user @natiibedoya Uy, yo vi una igualita en la 22....",2.0,Spanish
@user es la leyenda del blues.,1.6,Spanish
"Ahora tengo ganas de llorar, porque se me ha juntado con la pre regla",4.0,Spanish
@user Momento de hacerle re watch,2.333333333333333,Spanish
@user Miren como es la Policía en las marchas pacíficas #SOSColombiaNoDuerme # http,2.0,Spanish
